Old Loadsheet Name,ItemCatagory,ItemNumber,Item,Quantity,AssetKind
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15714,LT BLUE PIGTAIL (2 HD),EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,15715,PURPLE PIGTAIL(320 SHAVE MASTER),EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,HTC GANGBOX,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,HTC GRINDER,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,, HTC VACUUM,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,RED DEMO VACUUM,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,WET VAC,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,WHITE HUDSON SPRAYER,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,FLOOR WAND WITH WHEELS,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,RACATAC,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,PULL-BEHIND GENERATOR,EACH,
FLOORING ONLY,FLOORING EQUIPMENT ACCESSORIES,,STAND UP EDGER,EACH,
FLOORING ONLY,HAND TOOLS,15800,"3""X5"" MIDGET TROWEL",EACH,
FLOORING ONLY,HAND TOOLS,15801,"16"" FINISHING TROWEL",EACH,
FLOORING ONLY,HAND TOOLS,15802,"4"" COVE TROWEL",EACH,
FLOORING ONLY,HAND TOOLS,15803,"6"" COVE TROWEL",EACH,
FLOORING ONLY,HAND TOOLS,15805,MARGIN TROWEL,EACH,
FLOORING ONLY,HAND TOOLS,15806,BUCKET TROWEL,EACH,
FLOORING ONLY,HAND TOOLS,15807,PAINT STICKS REG SZ,EACH,
FLOORING ONLY,HAND TOOLS,15808,PAINT STICKS JUMBO SZ,EACH,
FLOORING ONLY,HAND TOOLS,15818,SPONGE SQUEEGEE,EACH,
FLOORING ONLY,HAND TOOLS,15821,GAGE RAKE,EACH,
FLOORING ONLY,HAND TOOLS,15822,PUSH BROOM - FINE,EACH,
FLOORING ONLY,HAND TOOLS,15823,PUSH BROOM - COARSE,EACH,
FLOORING ONLY,HAND TOOLS,15824,POLE SANDER,EACH,
FLOORING ONLY,HAND TOOLS,15825,QUICKIE MOP,EACH,
FLOORING ONLY,HAND TOOLS,15829,DUAL CHALK GUN,EACH,
FLOORING ONLY,HAND TOOLS,15830,PLASTER MIXER,EACH,
FLOORING ONLY,HAND TOOLS,15831,JIFFY MIXING BLADE,EACH,
FLOORING ONLY,HAND TOOLS,15833,SPIKED SHOE,EACH,
FLOORING ONLY,HAND TOOLS,15834,QUICKIE MOP REPL COVER,EACH,
FLOORING ONLY,HAND TOOLS,,7 INCH RINGS - #1,EACH,
FLOORING ONLY,HAND TOOLS,,7 INCH RINGS - #2,EACH,
FLOORING ONLY,HAND TOOLS,,7 INCH RINGS - #3,EACH,
FLOORING ONLY,HAND TOOLS,,7 INCH RINGS - #4,EACH,
FLOORING ONLY,HAND TOOLS,,"5"" FLEC METAL DISCS",EACH,
FLOORING ONLY,HAND TOOLS,,"7"" FLEX METAL DISCS",EACH,
FLOORING ONLY,PATCHING MATERIALS,15926,TEN MINUTE MENDOR ,GAL,
FLOORING ONLY,PATCHING MATERIALS,15960,ROADWARE CONCRETE MEND,GAL,
FLOORING ONLY,DYE,16500,CHOCOLATE BROWN 5GAL,GAL,
FLOORING ONLY,DYE,16501,BURNT SIENNA 5GAL,GAL,
FLOORING ONLY,DYE,16502,SAND 5GAL,GAL,
FLOORING ONLY,CONCRETE POLISHING,15910,EDGE TINT BROWN,GAL,
FLOORING ONLY,CONCRETE POLISHING,15911,EDGE TINT BLACK,GAL,
FLOORING ONLY,CONCRETE POLISHING,15912,EDGE TINT SAND,GAL,
FLOORING ONLY,CONCRETE POLISHING,15913,EDGE TINT PENETRAT AGENT,QT,
FLOORING ONLY,CONCRETE POLISHING,15914,COLOR DYE BURNT SIENNA,GAL,
FLOORING ONLY,CONCRETE POLISHING,15915,COLOR DYE SADDLE BROWN,GAL,
FLOORING ONLY,CONCRETE POLISHING,15916,COLOR DYE MAROON,GAL,
FLOORING ONLY,CONCRETE POLISHING,15917,COLOR DYE SAND,GAL,
FLOORING ONLY,CONCRETE POLISHING,15918,COLOR DYE BLACK,GAL,
FLOORING ONLY,CONCRETE POLISHING,15919,COLOR DYE CHOC BROWN,GAL,
